PLZ;Kanton;Gemeinden
2832;Jura;Rebeuvelier
2842;Jura;Rossemaison
2843;Jura;Châtillon (JU)
2852;Jura;Courtételle
2853;Jura;Haute-Sorne
2854;Jura;Haute-Sorne
2855;Jura;Haute-Sorne
2856;Jura;Boécourt
2857;Jura;Boécourt
2863;Jura;Haute-Sorne
2864;Jura;Haute-Sorne
2873;Jura;Saulcy
2882;Jura;Clos du Doubs, Saint-Brais
2883;Jura;Clos du Doubs
2884;Jura;Clos du Doubs
2885;Jura;Clos du Doubs
2886;Jura;Clos du Doubs
2887;Jura;Soubey
2888;Jura;Clos du Doubs
2889;Jura;Clos du Doubs
2900;Jura;Porrentruy
2902;Jura;Fontenais
2903;Jura;Fontenais
2904;Jura;Fontenais
2905;Jura;Courtedoux
2906;Jura;Haute-Ajoie
2907;Jura;Rocourt
2908;Jura;Grandfontaine
2912;Jura;Haute-Ajoie
2914;Jura;Haute-Ajoie
2915;Jura;Bure
2916;Jura;Fahy
2922;Jura;Courchavon
2923;Jura;Basse-Allaine
2924;Jura;Basse-Allaine
2925;Jura;Basse-Allaine
2926;Jura;Boncourt
2932;Jura;Coeuve
2933;Jura;Damphreux, Lugnez
2935;Jura;Beurnevésin
2942;Jura;Alle
2943;Jura;Vendlincourt
2944;Jura;Bonfol
2946;Jura;La Baroche
2947;Jura;La Baroche
2950;Jura;Courgenay
2952;Jura;Cornol
2953;Jura;La Baroche
2954;Jura;La Baroche
3004;Bern;Bern
3005;Bern;Bern
3006;Bern;Bern
3007;Bern;Bern
3008;Bern;Bern
3010;Bern;Bern
3011;Bern;Bern
3012;Bern;Bern
3013;Bern;Bern
3014;Bern;Bern
3015;Bern;Bern
3018;Bern;Bern
3019;Bern;Bern
3020;Bern;Bern
3027;Bern;Bern
3032;Bern;Wohlen bei Bern
3033;Bern;Wohlen bei Bern
3034;Bern;Wohlen bei Bern
3035;Bern;Seedorf (BE)
3036;Bern;Radelfingen
3037;Bern;Kirchlindach
3038;Bern;Kirchlindach
3042;Bern;Meikirch
3043;Bern;Wohlen bei Bern
3044;Bern;Wohlen bei Bern
3045;Bern;Meikirch
3046;Bern;Meikirch
3047;Bern;Bremgarten bei Bern
3048;Bern;Ittigen
3049;Bern;Wohlen bei Bern
3052;Bern;Zollikofen
3053;Bern;Deisswil bei Münchenbuchsee, Diemerswil, Rapperswil (BE), Münchenbuchsee, Wiggiswil
3054;Bern;Schüpfen
3063;Bern;Ittigen
3065;Bern;Bolligen
3066;Bern;Stettlen
3067;Bern;Vechigen
3068;Bern;Vechigen
3072;Bern;Ostermundigen
3073;Bern;Muri bei Bern
3074;Bern;Muri bei Bern
3075;Bern;Worb
3076;Bern;Worb
3077;Bern;Worb
3078;Bern;Worb
3082;Bern;Schlosswil
3083;Bern;Münsingen
3084;Bern;Köniz
3086;Bern;Wald (BE)
3087;Bern;Niedermuhlern
3088;Bern;Rüeggisberg
3089;Bern;Rüeggisberg
3095;Bern;Köniz
3096;Bern;Oberbalm
3097;Bern;Köniz
3098;Bern;Köniz
3099;Bern;Riggisberg
3110;Bern;Münsingen
3111;Bern;Tägertschi
3112;Bern;Allmendingen
3113;Bern;Rubigen
3114;Bern;Wichtrach
3115;Bern;Gerzensee
3116;Bern;Kirchdorf (BE), Mühledorf (BE), Noflen
3122;Bern;Kehrsatz
3123;Bern;Belp
3124;Bern;Belp
3125;Bern;Toffen
3126;Bern;Gelterfingen, Kaufdorf
3127;Bern;Lohnstorf, Mühlethurnen
3128;Bern;Kirchenthurnen, Rümligen
3132;Bern;Riggisberg
3144;Bern;Köniz
3145;Bern;Köniz
3147;Bern;Köniz
3148;Bern;Schwarzenburg
3150;Bern;Schwarzenburg
3152;Bern;Schwarzenburg
3153;Bern;Rüschegg
3154;Bern;Rüschegg
3155;Bern;Rüeggisberg
3156;Bern;Guggisberg
3157;Bern;Schwarzenburg
3158;Bern;Guggisberg
3159;Bern;Guggisberg
3172;Bern;Köniz
3173;Bern;Köniz
3174;Bern;Köniz
3175;Freiburg;Wünnewil-Flamatt
3176;Bern;Neuenegg
3177;Bern;Laupen
3178;Freiburg;Bösingen
3179;Bern;Kriechenwil
3182;Freiburg;Ueberstorf
3183;Bern;Schwarzenburg
3184;Freiburg;Wünnewil-Flamatt
3185;Freiburg;Schmitten (FR)
3186;Freiburg;Düdingen
3202;Bern;Frauenkappelen
3203;Bern;Mühleberg
3204;Bern;Mühleberg
3205;Bern;Mühleberg
3206;Bern;Ferenbalm, Gurmels
3207;Bern;Golaten, Wileroltigen
3208;Bern;Gurbrü
3210;Freiburg;Kerzers
3212;Freiburg;Gurmels
3213;Freiburg;Kleinbösingen, Gurmels
3214;Freiburg;Ulmiz
3215;Freiburg;Murten, Gempenach
3216;Freiburg;Ried bei Kerzers
3225;Bern;Müntschemier
3226;Bern;Treiten
3232;Bern;Ins
3233;Bern;Tschugg
3234;Bern;Vinelz
3235;Bern;Erlach
3236;Bern;Gampelen
3237;Bern;Brüttelen
3238;Bern;Gals
3250;Bern;Lyss
3251;Bern;Rapperswil (BE), Wengi
3252;Bern;Worben
3253;Solothurn;Schnottwil
3254;Solothurn;Messen
3255;Bern;Rapperswil (BE)
3256;Bern;Rapperswil (BE)
3257;Bern;Grossaffoltern
3262;Bern;Grossaffoltern
3263;Bern;Büetigen
3264;Bern;Diessbach bei Büren
3266;Bern;Seedorf (BE)
3267;Bern;Seedorf (BE)
3268;Bern;Seedorf (BE)
3270;Bern;Aarberg
3271;Bern;Radelfingen
3272;Bern;Epsach, Walperswil
3273;Bern;Kappelen
3274;Bern;Bühl, Hermrigen, Merzligen
3280;Freiburg;Greng, Meyriez, Murten
3282;Bern;Bargen (BE)
3283;Bern;Kallnach
3284;Freiburg;Fräschels
3285;Freiburg;Galmiz
3286;Freiburg;Muntelier
3292;Bern;Lyss
3293;Bern;Dotzigen
3294;Bern;Büren an der Aare, Meienried
3295;Bern;Rüti bei Büren
3296;Bern;Arch
3297;Bern;Leuzigen
3298;Bern;Oberwil bei Büren
3302;Bern;Moosseedorf
3303;Bern;Jegenstorf, Zuzwil (BE)
3305;Bern;Iffwil, Jegenstorf
3306;Bern;Fraubrunnen
3307;Solothurn;Messen
3308;Bern;Fraubrunnen
3309;Bern;Kernenried, Fraubrunnen
3312;Bern;Fraubrunnen
3313;Bern;Fraubrunnen
3314;Bern;Fraubrunnen
3315;Bern;Bätterkinden
3317;Bern;Fraubrunnen
3322;Bern;Mattstetten, Urtenen-Schönbühl
3323;Bern;Bäriswil
3324;Bern;Hindelbank, Mötschwil
3325;Bern;Krauchthal
3326;Bern;Krauchthal
3360;Bern;Herzogenbuchsee
3362;Bern;Niederönz
3363;Bern;Herzogenbuchsee
3365;Bern;Seeberg
3366;Bern;Bettenhausen
3367;Bern;Ochlenberg, Thörigen
3368;Bern;Bleienbach
3372;Bern;Heimenhausen
3373;Bern;Heimenhausen
3374;Bern;Wangenried
3375;Bern;Inkwil
3376;Bern;Berken, Graben
3377;Bern;Walliswil bei Wangen
3380;Bern;Walliswil bei Niederbipp, Wangen an der Aare
3400;Bern;Burgdorf
3412;Bern;Heimiswil
3413;Bern;Heimiswil
3414;Bern;Oberburg
3415;Bern;Hasle bei Burgdorf, Rüegsau
3416;Bern;Affoltern im Emmental
3417;Bern;Rüegsau
3418;Bern;Rüegsau
3419;Bern;Hasle bei Burgdorf
3421;Bern;Lyssach, Oberburg, Rüti bei Lyssach
3422;Bern;Rüdtligen-Alchenflüh, Kirchberg (BE)
3423;Bern;Ersigen
3424;Bern;Ersigen
3425;Bern;Koppigen, Willadingen
3426;Bern;Aefligen
3427;Bern;Utzenstorf
3428;Bern;Wiler bei Utzenstorf
3429;Bern;Hellsau, Höchstetten
3432;Bern;Lützelflüh
3433;Bern;Rüderswil
3434;Bern;Landiswil
3435;Bern;Lützelflüh
3436;Bern;Rüderswil
3437;Bern;Rüderswil
3438;Bern;Lauperswil
3439;Bern;Lützelflüh
3452;Bern;Lützelflüh
3453;Bern;Trachselwald
3454;Bern;Sumiswald
3455;Bern;Sumiswald
3456;Bern;Trachselwald
3457;Bern;Sumiswald
3462;Bern;Affoltern im Emmental
3463;Bern;Affoltern im Emmental
3464;Bern;Walterswil (BE)
3465;Bern;Dürrenroth
3472;Bern;Rumendingen, Wynigen
3473;Bern;Alchenstorf
3474;Bern;Wynigen
3475;Bern;Seeberg
3476;Bern;Ochlenberg
3503;Bern;Konolfingen
3504;Bern;Niederhünigen, Oberhünigen
3506;Bern;Grosshöchstetten
3507;Bern;Biglen
3508;Bern;Arni (BE)
3510;Bern;Freimettigen, Häutligen, Konolfingen
3512;Bern;Walkringen
3513;Bern;Walkringen
3531;Bern;Oberthal
3532;Bern;Mirchel, Zäziwil
3533;Bern;Bowil
3534;Bern;Signau
3535;Bern;Signau
3536;Bern;Eggiwil
3537;Bern;Eggiwil
3538;Bern;Röthenbach im Emmental
3543;Bern;Lauperswil
3550;Bern;Langnau im Emmental
3551;Bern;Langnau im Emmental
3552;Bern;Langnau im Emmental
3553;Bern;Langnau im Emmental
3555;Bern;Trubschachen
3556;Bern;Trub
3557;Bern;Trub
3600;Bern;Thun
3603;Bern;Thun
3604;Bern;Thun
3608;Bern;Thun
3612;Bern;Steffisburg
3613;Bern;Steffisburg
3614;Bern;Unterlangenegg
3615;Bern;Buchholterberg
3616;Bern;Unterlangenegg
3617;Bern;Fahrni
3618;Bern;Röthenbach im Emmental
3619;Bern;Eriz
3622;Bern;Homberg
3623;Bern;Horrenbach-Buchen, Teuffenthal (BE)
3624;Bern;Thun, Schwendibach
3625;Bern;Heiligenschwendi
3626;Bern;Hilterfingen
3627;Bern;Heimberg
3628;Bern;Uttigen
3629;Bern;Jaberg, Kiesen, Oppligen
3631;Bern;Stocken-Höfen
3632;Bern;Stocken-Höfen
3633;Bern;Amsoldingen
3634;Bern;Thierachern
3635;Bern;Uebeschi
3636;Bern;Forst-Längenbühl
3638;Bern;Blumenstein, Pohlern
3645;Bern;Spiez, Zwieselberg
3646;Bern;Spiez
3647;Bern;Reutigen
3652;Bern;Hilterfingen
3653;Bern;Oberhofen am Thunersee
3654;Bern;Sigriswil
3655;Bern;Sigriswil
3656;Bern;Sigriswil
3657;Bern;Sigriswil
3658;Bern;Sigriswil
3661;Bern;Uetendorf
3662;Bern;Seftigen
3663;Bern;Gurzelen
3664;Bern;Burgistein
3665;Bern;Wattenwil
3671;Bern;Brenzikofen, Herbligen
3672;Bern;Oberdiessbach
3673;Bern;Linden
3674;Bern;Oberdiessbach
3700;Bern;Spiez
3702;Bern;Spiez
3703;Bern;Aeschi bei Spiez
3704;Bern;Krattigen
3705;Bern;Spiez
3706;Bern;Leissigen
3707;Bern;Därligen
3711;Bern;Aeschi bei Spiez, Reichenbach im Kandertal
3713;Bern;Reichenbach im Kandertal
3714;Bern;Frutigen, Reichenbach im Kandertal
3715;Bern;Adelboden
3716;Bern;Kandergrund
3717;Bern;Kandergrund
3718;Bern;Kandersteg
3722;Bern;Reichenbach im Kandertal
3723;Bern;Reichenbach im Kandertal
3724;Bern;Frutigen
3725;Bern;Frutigen
3752;Bern;Wimmis
3753;Bern;Diemtigen
3754;Bern;Diemtigen
3755;Bern;Diemtigen
3756;Bern;Diemtigen
3757;Bern;Diemtigen
3758;Bern;Erlenbach im Simmental
3762;Bern;Erlenbach im Simmental
3763;Bern;Därstetten
3764;Bern;Därstetten
3765;Bern;Oberwil im Simmental
3766;Bern;Boltigen
3770;Bern;Zweisimmen
3771;Bern;Zweisimmen
3772;Bern;St. Stephan
3773;Bern;St. Stephan
3775;Bern;Lenk
3776;Bern;Zweisimmen
3777;Bern;Saanen
3778;Bern;Saanen
3780;Bern;Saanen
3781;Bern;Saanen
3782;Bern;Lauenen
3783;Bern;Saanen
3784;Bern;Gsteig
3785;Bern;Gsteig
3792;Bern;Saanen
3800;Bern;Gündlischwand, Interlaken, Matten bei Interlaken, Beatenberg, Unterseen
3801;Wallis;Fieschertal
3803;Bern;Beatenberg
3804;Bern;Habkern
3805;Bern;Ringgenberg (BE)
3806;Bern;Bönigen
3807;Bern;Iseltwald
3812;Bern;Wilderswil
3813;Bern;Saxeten
3814;Bern;Gsteigwiler
3815;Bern;Gündlischwand
3816;Bern;Grindelwald, Lütschental
3818;Bern;Grindelwald
3822;Bern;Lauterbrunnen
3823;Bern;Lauterbrunnen
3824;Bern;Lauterbrunnen
3825;Bern;Lauterbrunnen
3826;Bern;Lauterbrunnen
3852;Bern;Ringgenberg (BE)
3853;Bern;Niederried bei Interlaken
3854;Bern;Oberried am Brienzersee
3855;Bern;Brienz (BE), Schwanden bei Brienz
3856;Bern;Brienzwiler
3857;Bern;Meiringen
3858;Bern;Hofstetten bei Brienz
3860;Bern;Meiringen, Schattenhalb
3862;Bern;Innertkirchen
3863;Bern;Innertkirchen
3864;Bern;Guttannen
3900;Wallis;Brig-Glis
3901;Wallis;Ried-Brig
3902;Wallis;Brig-Glis
3903;Wallis;Naters
3904;Wallis;Naters
3905;Wallis;Saas-Almagell
3906;Wallis;Saas-Fee
3907;Wallis;Simplon, Zwischbergen
3908;Wallis;Saas-Balen
3910;Wallis;Saas-Grund
3911;Wallis;Ried-Brig
3912;Wallis;Termen
3913;Wallis;Termen
3914;Wallis;Naters
3916;Wallis;Ferden
3917;Wallis;Ferden, Kippel
3918;Wallis;Wiler (Lötschen)
3919;Wallis;Blatten
3920;Wallis;Zermatt
3922;Wallis;Eisten, Embd, Stalden (VS)
3923;Wallis;Törbel
3924;Wallis;St. Niklaus
3925;Wallis;Grächen
3926;Wallis;Embd
3927;Wallis;St. Niklaus
3928;Wallis;Randa
3929;Wallis;Täsch
3930;Wallis;Visp
3931;Wallis;Lalden
3932;Wallis;Visperterminen
3933;Wallis;Staldenried
3934;Wallis;Zeneggen
3935;Wallis;Bürchen
3937;Wallis;Baltschieder
3938;Wallis;Ausserberg
3939;Wallis;Eggerberg
3940;Wallis;Steg-Hohtenn
3942;Wallis;Niedergesteln, Raron
3943;Wallis;Eischoll
3944;Wallis;Unterbäch
3945;Wallis;Gampel-Bratsch
3946;Wallis;Turtmann-Unterems
3947;Wallis;Ergisch
3948;Wallis;Oberems, Turtmann-Unterems
3949;Wallis;Steg-Hohtenn
3951;Wallis;Agarn
3952;Wallis;Leuk
3953;Wallis;Inden, Leuk, Varen
3954;Wallis;Leukerbad
3955;Wallis;Albinen
3956;Wallis;Guttet-Feschel
3957;Wallis;Gampel-Bratsch, Leuk
3960;Wallis;Montana, Randogne, Sierre, Anniviers
3961;Wallis;Anniviers
3963;Wallis;Mollens (VS), Montana
3965;Wallis;Chippis
3966;Wallis;Chalais
3967;Wallis;Chalais
3968;Wallis;Veyras
3970;Wallis;Salgesch
3971;Wallis;Chermignon
3972;Wallis;Mičge
3973;Wallis;Venthône
3974;Wallis;Mollens (VS)
3975;Wallis;Randogne
3976;Wallis;Chermignon, Sierre
3977;Wallis;Sierre
3978;Wallis;Lens
3979;Wallis;Grône
3982;Wallis;Bitsch
3983;Wallis;Bister, Mörel-Filet, Riederalp
3984;Wallis;Bellwald, Fiesch, Fieschertal
3985;Wallis;Münster-Geschinen
3986;Wallis;Riederalp
3987;Wallis;Riederalp
3988;Wallis;Obergoms
3989;Wallis;Grafschaft, Blitzingen, Niederwald
3991;Wallis;Bettmeralp
3992;Wallis;Bettmeralp
3993;Wallis;Grengiols
3994;Wallis;Lax, Bettmeralp
3995;Wallis;Ernen
3996;Wallis;Binn
3997;Wallis;Bellwald
3998;Wallis;Reckingen-Gluringen
3999;Wallis;Obergoms
4001;Basel-Stadt;Basel
4051;Basel-Stadt;Basel
4052;Basel-Stadt;Basel
4053;Basel-Stadt;Basel
4054;Basel-Stadt;Basel
4055;Basel-Stadt;Basel
4056;Basel-Stadt;Basel
4057;Basel-Stadt;Basel
4058;Basel-Stadt;Basel
4059;Basel-Stadt;Basel
4101;Basel-Landschaft;Binningen
4102;Basel-Landschaft;Binningen
4103;Basel-Landschaft;Bottmingen
4104;Basel-Landschaft;Oberwil (BL)
4105;Basel-Landschaft;Biel-Benken
4106;Basel-Landschaft;Therwil
4107;Basel-Landschaft;Ettingen
4108;Solothurn;Witterswil
4112;Solothurn;Bättwil, Hofstetten-Flüh
4114;Solothurn;Hofstetten-Flüh
4115;Solothurn;Metzerlen-Mariastein
4116;Solothurn;Metzerlen-Mariastein
4117;Basel-Landschaft;Burg im Leimental
4118;Solothurn;Rodersdorf
4123;Basel-Landschaft;Allschwil
4124;Basel-Landschaft;Schönenbuch
4125;Basel-Stadt;Riehen
4126;Basel-Stadt;Bettingen
4127;Basel-Landschaft;Birsfelden
4132;Basel-Landschaft;Muttenz
4133;Basel-Landschaft;Pratteln
4142;Basel-Landschaft;Münchenstein
4143;Solothurn;Dornach
4144;Basel-Landschaft;Arlesheim
4145;Solothurn;Gempen
4146;Solothurn;Hochwald
4147;Basel-Landschaft;Aesch (BL)
4148;Basel-Landschaft;Pfeffingen
4153;Basel-Landschaft;Reinach (BL)
4202;Basel-Landschaft;Duggingen
4203;Basel-Landschaft;Grellingen
4204;Solothurn;Himmelried
4206;Solothurn;Seewen
4207;Basel-Landschaft;Bretzwil
4208;Solothurn;Nunningen
4222;Basel-Landschaft;Zwingen
4223;Basel-Landschaft;Blauen
4224;Basel-Landschaft;Nenzlingen
4225;Basel-Landschaft;Brislach
4226;Solothurn;Breitenbach
4227;Solothurn;Büsserach
4228;Solothurn;Erschwil
4229;Solothurn;Beinwil (SO)
4232;Solothurn;Fehren
4233;Solothurn;Meltingen
4234;Solothurn;Zullwil
4242;Basel-Landschaft;Laufen
4243;Basel-Landschaft;Dittingen
4244;Basel-Landschaft;Röschenz
4245;Solothurn;Kleinlützel
4246;Basel-Landschaft;Wahlen
4247;Solothurn;Grindel
4252;Solothurn;Bärschwil
4253;Basel-Landschaft;Liesberg
4254;Basel-Landschaft;Liesberg
4302;Basel-Landschaft;Augst
4303;Aargau;Kaiseraugst
4304;Basel-Landschaft;Giebenach
4305;Aargau;Olsberg
4310;Aargau;Rheinfelden
4312;Aargau;Magden
4313;Aargau;Möhlin
4314;Aargau;Zeiningen
4315;Aargau;Zuzgen
4316;Aargau;Hellikon
4317;Aargau;Wegenstetten
4322;Aargau;Mumpf
4323;Aargau;Wallbach
4324;Aargau;Obermumpf
4325;Aargau;Schupfart
4332;Aargau;Stein (AG)
4333;Aargau;Münchwilen (AG)
4334;Aargau;Sisseln
4402;Basel-Landschaft;Frenkendorf
4410;Basel-Landschaft;Liestal
4411;Basel-Landschaft;Seltisberg
4412;Solothurn;Nuglar-St. Pantaleon
4413;Solothurn;Büren (SO)
4414;Basel-Landschaft;Füllinsdorf
4415;Basel-Landschaft;Lausen
4416;Basel-Landschaft;Bubendorf
4417;Basel-Landschaft;Ziefen
4418;Basel-Landschaft;Reigoldswil
4419;Basel-Landschaft;Lupsingen
4421;Solothurn;Nuglar-St. Pantaleon
4422;Basel-Landschaft;Arisdorf
4423;Basel-Landschaft;Hersberg
4424;Basel-Landschaft;Arboldswil
4425;Basel-Landschaft;Titterten
4426;Basel-Landschaft;Lauwil
4431;Basel-Landschaft;Bennwil
4432;Basel-Landschaft;Lampenberg
4433;Basel-Landschaft;Ramlinsburg
4434;Basel-Landschaft;Hölstein
4435;Basel-Landschaft;Niederdorf
4436;Basel-Landschaft;Liedertswil, Oberdorf (BL)
4437;Basel-Landschaft;Waldenburg
4438;Basel-Landschaft;Langenbruck
4441;Basel-Landschaft;Thürnen
4442;Basel-Landschaft;Diepflingen
4443;Basel-Landschaft;Wittinsburg
4444;Basel-Landschaft;Rümlingen
4445;Basel-Landschaft;Häfelfingen
4446;Basel-Landschaft;Buckten
4447;Basel-Landschaft;Känerkinden
4448;Basel-Landschaft;Läufelfingen
4450;Basel-Landschaft;Sissach
4451;Basel-Landschaft;Wintersingen
4452;Basel-Landschaft;Itingen
4453;Basel-Landschaft;Nusshof
4455;Basel-Landschaft;Zunzgen
4456;Basel-Landschaft;Tenniken
4457;Basel-Landschaft;Diegten
4458;Basel-Landschaft;Eptingen
4460;Basel-Landschaft;Gelterkinden
4461;Basel-Landschaft;Böckten
4462;Basel-Landschaft;Rickenbach (BL)
4463;Basel-Landschaft;Buus
4464;Basel-Landschaft;Maisprach
4465;Basel-Landschaft;Hemmiken
4466;Basel-Landschaft;Ormalingen
4467;Basel-Landschaft;Rothenfluh
4468;Solothurn;Kienberg
4469;Basel-Landschaft;Anwil
4492;Basel-Landschaft;Tecknau
4493;Basel-Landschaft;Wenslingen
4494;Basel-Landschaft;Oltingen
4495;Basel-Landschaft;Zeglingen
4496;Basel-Landschaft;Kilchberg (BL)
4497;Basel-Landschaft;Rünenberg
4500;Solothurn;Solothurn
4512;Solothurn;Bellach
4513;Solothurn;Langendorf
4514;Solothurn;Lommiswil
4515;Solothurn;Oberdorf (SO)
4522;Solothurn;Rüttenen
4523;Solothurn;Riedholz
4524;Solothurn;Balm bei Günsberg, Günsberg
4525;Solothurn;Balm bei Günsberg
4528;Solothurn;Zuchwil
4532;Solothurn;Feldbrunnen-St. Niklaus
4533;Solothurn;Riedholz
4534;Solothurn;Flumenthal
4535;Solothurn;Hubersdorf, Kammersrohr
4536;Bern;Attiswil
4537;Bern;Wiedlisbach
4538;Bern;Oberbipp
4539;Bern;Farnern, Rumisberg
4542;Solothurn;Luterbach
4543;Solothurn;Deitingen
4552;Solothurn;Derendingen
4553;Solothurn;Subingen
4554;Solothurn;Etziken, Hüniken
4556;Solothurn;Aeschi (SO), Bolken
4557;Solothurn;Horriwil
4558;Solothurn;Drei Höfe
4562;Solothurn;Biberist
4563;Solothurn;Gerlafingen
4564;Solothurn;Obergerlafingen, Zielebach
4565;Solothurn;Recherswil
4566;Solothurn;Halten, Kriegstetten, Oekingen
4571;Solothurn;Lüterkofen-Ichertswil
4573;Solothurn;Lohn-Ammannsegg
4574;Solothurn;Lüsslingen-Nennigkofen
4576;Solothurn;Buchegg
4577;Solothurn;Buchegg
4578;Solothurn;Buchegg
4579;Solothurn;Buchegg
4581;Solothurn;Buchegg
4582;Solothurn;Buchegg
4583;Solothurn;Buchegg
4584;Solothurn;Lüterswil-Gächliwil
4585;Solothurn;Biezwil
4586;Solothurn;Buchegg
4587;Solothurn;Buchegg
4588;Solothurn;Buchegg, Messen, Unterramsern
4600;Solothurn;Olten
4612;Solothurn;Wangen bei Olten
4613;Solothurn;Rickenbach (SO)
4614;Solothurn;Hägendorf
4615;Solothurn;Hägendorf
4616;Solothurn;Kappel (SO)
4617;Solothurn;Gunzgen
4618;Solothurn;Boningen
4622;Solothurn;Egerkingen
4623;Solothurn;Neuendorf
4624;Solothurn;Härkingen
4625;Solothurn;Oberbuchsiten
4626;Solothurn;Niederbuchsiten
4628;Solothurn;Wolfwil
4629;Solothurn;Fulenbach
4632;Solothurn;Trimbach
4633;Solothurn;Hauenstein-Ifenthal
4634;Solothurn;Wisen (SO)
4652;Solothurn;Winznau
4653;Solothurn;Obergösgen
4654;Solothurn;Lostorf
4655;Solothurn;Rohr (SO), Stüsslingen
4656;Solothurn;Starrkirch-Wil
4657;Solothurn;Dulliken
4658;Solothurn;Däniken
4663;Aargau;Aarburg
4665;Aargau;Oftringen
4702;Solothurn;Oensingen
4703;Solothurn;Kestenholz
4704;Bern;Niederbipp, Wolfisberg
4710;Solothurn;Balsthal
4712;Solothurn;Laupersdorf
4713;Solothurn;Matzendorf
4714;Solothurn;Aedermannsdorf
4715;Solothurn;Herbetswil
4716;Solothurn;Gänsbrunnen, Welschenrohr
4717;Solothurn;Mümliswil-Ramiswil
4718;Solothurn;Holderbank (SO)
4719;Solothurn;Mümliswil-Ramiswil
4800;Aargau;Zofingen
4802;Aargau;Strengelbach
4803;Aargau;Vordemwald
4805;Aargau;Brittnau
4806;Luzern;Wikon
4812;Aargau;Zofingen
4813;Aargau;Uerkheim
4814;Aargau;Bottenwil
4852;Aargau;Rothrist
4853;Aargau;Murgenthal
4856;Aargau;Murgenthal
4900;Bern;Langenthal
4911;Bern;Schwarzhäusern
4912;Bern;Aarwangen
4913;Bern;Bannwil
4914;Bern;Roggwil (BE)
4915;Luzern;Pfaffnau
4916;Bern;Langenthal
4917;Bern;Busswil bei Melchnau, Melchnau
4919;Bern;Reisiswil
4922;Bern;Thunstetten
4923;Bern;Wynau
4924;Bern;Obersteckholz
4932;Bern;Madiswil, Lotzwil
4933;Bern;Rütschelen
4934;Bern;Madiswil
4935;Bern;Madiswil
4936;Bern;Madiswil
4937;Bern;Ursenbach
4938;Bern;Rohrbach, Rohrbachgraben
4942;Bern;Walterswil (BE)
4943;Bern;Oeschenbach
4944;Bern;Auswil
4950;Bern;Huttwil
4952;Bern;Eriswil
4953;Bern;Huttwil
4954;Bern;Wyssachen
4955;Bern;Gondiswil
5000;Aargau;Aarau
5004;Aargau;Aarau
5012;Solothurn;Eppenberg-Wöschnau, Schönenwerd
5013;Solothurn;Niedergösgen
5014;Solothurn;Gretzenbach
5015;Solothurn;Erlinsbach (SO)
5017;Aargau;Erlinsbach (AG)
5018;Aargau;Erlinsbach (AG)
5022;Aargau;Küttigen
5023;Aargau;Biberstein
5024;Aargau;Küttigen
5025;Aargau;Densbüren
5026;Aargau;Densbüren
5027;Aargau;Herznach
5028;Aargau;Ueken
5032;Aargau;Aarau
5033;Aargau;Buchs (AG)
5034;Aargau;Suhr
5035;Aargau;Unterentfelden
5036;Aargau;Oberentfelden
5037;Aargau;Muhen
5040;Aargau;Schöftland
