PLZ;Kanton;Gemeinden
7435;Graubünden;Splügen
7436;Graubünden;Splügen
7437;Graubünden;Nufenen
7438;Graubünden;Hinterrhein
7440;Graubünden;Andeer
7442;Graubünden;Andeer
7443;Graubünden;Andeer
7444;Graubünden;Ferrera
7445;Graubünden;Ferrera
7446;Graubünden;Avers
7447;Graubünden;Avers
7448;Graubünden;Avers
7450;Graubünden;Albula/Alvra
7451;Graubünden;Albula/Alvra
7452;Graubünden;Surses
7453;Graubünden;Surses
7454;Graubünden;Surses
7455;Graubünden;Surses
7456;Graubünden;Surses
7457;Graubünden;Surses
7458;Graubünden;Albula/Alvra
7459;Graubünden;Albula/Alvra
7460;Graubünden;Surses
7462;Graubünden;Surses
7463;Graubünden;Surses
7464;Graubünden;Surses
7472;Graubünden;Albula/Alvra
7473;Graubünden;Albula/Alvra
7477;Graubünden;Filisur
7482;Graubünden;Bergün/Bravuogn
7484;Graubünden;Bergün/Bravuogn
7492;Graubünden;Albula/Alvra
7493;Graubünden;Schmitten (GR)
7494;Graubünden;Davos
7500;Graubünden;St. Moritz
7502;Graubünden;Bever
7503;Graubünden;Samedan
7504;Graubünden;Pontresina
7505;Graubünden;Celerina/Schlarigna
7512;Graubünden;Silvaplana
7513;Graubünden;Silvaplana
7514;Graubünden;Sils im Engadin/Segl
7515;Graubünden;Sils im Engadin/Segl
7516;Graubünden;Bregaglia
7517;Graubünden;Sils im Engadin/Segl
7522;Graubünden;La Punt-Chamues-ch
7523;Graubünden;Madulain
7524;Graubünden;Zuoz
7525;Graubünden;S-chanf
7526;Graubünden;S-chanf
7527;Graubünden;Zernez
7530;Graubünden;Zernez
7532;Graubünden;Val Müstair
7533;Graubünden;Val Müstair
7534;Graubünden;Val Müstair
7535;Graubünden;Val Müstair
7536;Graubünden;Val Müstair
7537;Graubünden;Val Müstair
7542;Graubünden;Zernez
7543;Graubünden;Zernez
7545;Graubünden;Scuol
7546;Graubünden;Scuol
7550;Graubünden;Scuol
7551;Graubünden;Scuol
7552;Graubünden;Scuol
7553;Graubünden;Scuol
7554;Graubünden;Scuol
7556;Graubünden;Valsot
7557;Graubünden;Valsot
7558;Graubünden;Valsot
7559;Graubünden;Valsot
7560;Graubünden;Valsot
7562;Graubünden;Samnaun
7563;Graubünden;Samnaun
7602;Graubünden;Bregaglia
7603;Graubünden;Bregaglia
7604;Graubünden;Bregaglia
7605;Graubünden;Bregaglia
7606;Graubünden;Bregaglia
7608;Graubünden;Bregaglia
7610;Graubünden;Bregaglia
7710;Graubünden;Poschiavo
7741;Graubünden;Poschiavo
7742;Graubünden;Poschiavo
7743;Graubünden;Brusio, Poschiavo
7744;Graubünden;Brusio
7745;Graubünden;Poschiavo
7746;Graubünden;Poschiavo
7747;Graubünden;Brusio
7748;Graubünden;Brusio
8001;Zürich;Zürich
8002;Zürich;Zürich
8003;Zürich;Zürich
8004;Zürich;Zürich
8005;Zürich;Zürich
8006;Zürich;Zürich
8008;Zürich;Zürich
8032;Zürich;Zürich
8037;Zürich;Zürich
8038;Zürich;Zürich
8041;Zürich;Zürich
8044;Zürich;Dübendorf, Zürich
8045;Zürich;Zürich
8046;Zürich;Zürich
8047;Zürich;Zürich
8048;Zürich;Zürich
8049;Zürich;Zürich
8050;Zürich;Zürich
8051;Zürich;Zürich
8052;Zürich;Zürich
8053;Zürich;Zürich
8055;Zürich;Zürich
8057;Zürich;Zürich
8064;Zürich;Zürich
8102;Zürich;Oberengstringen
8103;Zürich;Unterengstringen
8104;Zürich;Weiningen (ZH)
8105;Zürich;Regensdorf
8106;Zürich;Regensdorf
8107;Zürich;Buchs (ZH)
8108;Zürich;Dällikon
8109;Aargau;Würenlos
8112;Zürich;Otelfingen
8113;Zürich;Boppelsen
8114;Zürich;Dänikon
8115;Zürich;Hüttikon
8117;Zürich;Fällanden
8118;Zürich;Fällanden
8121;Zürich;Fällanden
8122;Zürich;Maur
8123;Zürich;Maur
8124;Zürich;Maur
8125;Zürich;Zollikon
8126;Zürich;Zumikon
8127;Zürich;Küsnacht (ZH)
8132;Zürich;Egg
8133;Zürich;Egg
8134;Zürich;Adliswil
8135;Zürich;Langnau am Albis, Horgen
8136;Zürich;Thalwil
8142;Zürich;Uitikon
8143;Zürich;Stallikon
8152;Zürich;Opfikon
8153;Zürich;Rümlang
8154;Zürich;Oberglatt
8155;Zürich;Niederhasli
8156;Zürich;Niederhasli
8157;Zürich;Dielsdorf
8158;Zürich;Regensberg
8162;Zürich;Steinmaur
8164;Zürich;Bachs
8165;Zürich;Oberweningen, Schleinikon, Schöfflisdorf
8166;Zürich;Niederweningen
8172;Zürich;Niederglatt
8173;Zürich;Neerach
8174;Zürich;Stadel
8175;Zürich;Stadel
8180;Zürich;Bülach
8181;Zürich;Höri
8182;Zürich;Hochfelden
8184;Zürich;Bachenbülach
8185;Zürich;Winkel
8187;Zürich;Weiach
8192;Zürich;Glattfelden
8193;Zürich;Eglisau
8194;Zürich;Hüntwangen
8195;Zürich;Wasterkingen
8196;Zürich;Wil (ZH)
8197;Zürich;Rafz
8200;Schaffhausen;Schaffhausen
8203;Schaffhausen;Schaffhausen
8207;Schaffhausen;Schaffhausen
8208;Schaffhausen;Schaffhausen
8212;Schaffhausen;Neuhausen am Rheinfall, Laufen-Uhwiesen
8213;Schaffhausen;Neunkirch
8214;Schaffhausen;Gächlingen
8215;Schaffhausen;Hallau
8216;Schaffhausen;Oberhallau
8217;Schaffhausen;Wilchingen
8218;Schaffhausen;Wilchingen
8219;Schaffhausen;Trasadingen
8222;Schaffhausen;Beringen
8223;Schaffhausen;Beringen
8224;Schaffhausen;Löhningen
8225;Schaffhausen;Siblingen
8226;Schaffhausen;Schleitheim
8228;Schaffhausen;Beggingen
8231;Schaffhausen;Schaffhausen
8232;Schaffhausen;Merishausen
8233;Schaffhausen;Bargen (SH)
8234;Schaffhausen;Stetten (SH)
8235;Schaffhausen;Lohn (SH)
8236;Schaffhausen;Büttenhardt, Thayngen
8239;Schaffhausen;Dörflingen
8240;Schaffhausen;Thayngen
8241;Schaffhausen;Thayngen
8242;Schaffhausen;Thayngen
8243;Schaffhausen;Thayngen
8245;Zürich;Feuerthalen
8246;Zürich;Feuerthalen
8247;Zürich;Flurlingen
8248;Zürich;Laufen-Uhwiesen
8252;Thurgau;Schlatt (TG)
8253;Thurgau;Diessenhofen
8254;Thurgau;Basadingen-Schlattingen
8255;Thurgau;Basadingen-Schlattingen
8259;Thurgau;Wagenhausen
8260;Schaffhausen;Stein am Rhein
8261;Schaffhausen;Hemishofen
8262;Schaffhausen;Ramsen
8263;Schaffhausen;Buch (SH)
8264;Thurgau;Eschenz
8265;Thurgau;Mammern
8266;Thurgau;Steckborn
8267;Thurgau;Berlingen
8268;Thurgau;Salenstein
8269;Thurgau;Salenstein
8272;Thurgau;Ermatingen
8273;Thurgau;Ermatingen
8274;Thurgau;Gottlieben, Tägerwilen
8280;Thurgau;Kreuzlingen
8302;Zürich;Kloten
8303;Zürich;Bassersdorf
8304;Zürich;Wallisellen
8305;Zürich;Dietlikon
8306;Zürich;Wangen-Brüttisellen
8307;Zürich;Illnau-Effretikon
8308;Zürich;Illnau-Effretikon
8309;Zürich;Nürensdorf
8310;Zürich;Lindau
8311;Zürich;Brütten
8312;Zürich;Lindau
8314;Zürich;Illnau-Effretikon
8315;Zürich;Lindau
8317;Zürich;Lindau
8320;Zürich;Fehraltorf
8322;Zürich;Russikon
8330;Zürich;Pfäffikon
8331;Zürich;Pfäffikon
8332;Zürich;Russikon
8335;Zürich;Hittnau
8340;Zürich;Hinwil
8342;Zürich;Hinwil
8344;Zürich;Bäretswil
8345;Zürich;Bäretswil
8352;Zürich;Elsau, Winterthur
8353;Zürich;Elgg
8354;Zürich;Hofstetten (ZH)
8355;Thurgau;Aadorf
8356;Thurgau;Aadorf
8357;Thurgau;Aadorf
8360;Thurgau;Eschlikon
8362;Thurgau;Bichelsee-Balterswil
8363;Thurgau;Bichelsee-Balterswil
8370;Thurgau;Sirnach
8371;Thurgau;Sirnach
8372;Thurgau;Sirnach
8374;Thurgau;Fischingen
8376;Thurgau;Fischingen
8400;Zürich;Winterthur
8404;Zürich;Winterthur
8405;Zürich;Winterthur
8406;Zürich;Winterthur
8408;Zürich;Winterthur
8409;Zürich;Winterthur
8412;Zürich;Neftenbach
8413;Zürich;Neftenbach
8414;Zürich;Buch am Irchel
8415;Zürich;Berg am Irchel
8416;Zürich;Flaach
8418;Zürich;Schlatt (ZH)
8421;Zürich;Dättlikon
8422;Zürich;Pfungen
8424;Zürich;Embrach
8425;Zürich;Oberembrach
8426;Zürich;Lufingen
8427;Zürich;Freienstein-Teufen, Rorbas
8428;Zürich;Freienstein-Teufen
8442;Zürich;Hettlingen
8444;Zürich;Henggart
8447;Zürich;Dachsen
8450;Zürich;Andelfingen
8451;Zürich;Kleinandelfingen
8452;Zürich;Adlikon
8453;Zürich;Kleinandelfingen
8454;Schaffhausen;Buchberg
8455;Schaffhausen;Rüdlingen
8457;Zürich;Humlikon
8458;Zürich;Dorf
8459;Zürich;Volken
8460;Zürich;Marthalen
8461;Zürich;Kleinandelfingen
8462;Zürich;Rheinau
8463;Zürich;Benken (ZH)
8464;Zürich;Marthalen
8465;Zürich;Trüllikon
8466;Zürich;Trüllikon
8467;Zürich;Truttikon
8468;Zürich;Waltalingen
8471;Zürich;Dägerlen
8472;Zürich;Seuzach
8474;Zürich;Dinhard
8475;Zürich;Ossingen
8476;Zürich;Unterstammheim
8477;Zürich;Oberstammheim
8478;Zürich;Thalheim an der Thur
8479;Zürich;Altikon
8482;Zürich;Winterthur
8483;Zürich;Zell (ZH)
8484;Zürich;Weisslingen
8486;Zürich;Zell (ZH)
8487;Zürich;Zell (ZH)
8488;Zürich;Turbenthal
8489;Zürich;Wildberg
8492;Zürich;Wila
8493;Zürich;Bauma
8494;Zürich;Bauma
8495;Zürich;Turbenthal
8496;Zürich;Fischenthal
8497;Zürich;Fischenthal
8498;Zürich;Fischenthal
8499;Zürich;Bauma
8500;Thurgau;Frauenfeld
8505;Thurgau;Pfyn
8506;Thurgau;Herdern
8507;Thurgau;Homburg
8508;Thurgau;Homburg
8512;Thurgau;Thundorf
8514;Thurgau;Amlikon-Bissegg
8522;Thurgau;Aadorf
8523;Zürich;Hagenbuch
8524;Thurgau;Uesslingen-Buch
8525;Thurgau;Neunforn
8526;Thurgau;Neunforn
8532;Thurgau;Warth-Weiningen
8535;Thurgau;Herdern
8536;Thurgau;Hüttwilen
8537;Thurgau;Hüttwilen
8542;Zürich;Wiesendangen
8543;Zürich;Wiesendangen
8544;Zürich;Wiesendangen
8545;Zürich;Rickenbach (ZH)
8546;Thurgau;Gachnang, Wiesendangen
8547;Thurgau;Gachnang
8548;Zürich;Ellikon an der Thur
8552;Thurgau;Felben-Wellhausen
8553;Thurgau;Hüttlingen
8554;Thurgau;Wigoltingen
8555;Thurgau;Müllheim
8556;Thurgau;Wigoltingen
8558;Thurgau;Raperswilen
8560;Thurgau;Märstetten
8561;Thurgau;Märstetten
8564;Thurgau;Wäldi, Wigoltingen
8565;Thurgau;Kemmental
8566;Thurgau;Kemmental
8570;Thurgau;Weinfelden
8572;Thurgau;Berg (TG)
8573;Thurgau;Kemmental
8574;Thurgau;Lengwil
8575;Thurgau;Bürglen (TG)
8576;Thurgau;Berg (TG)
8577;Thurgau;Schönholzerswilen
8580;Thurgau;Amriswil, Hefenhofen, Sommeri
8581;Thurgau;Amriswil
8582;Thurgau;Dozwil
8583;Thurgau;Sulgen
8584;Thurgau;Bürglen (TG)
8585;Thurgau;Birwinken, Langrickenbach
8586;Thurgau;Birwinken, Erlen
8587;Thurgau;Amriswil
8588;Thurgau;Zihlschlacht-Sitterdorf
8589;Thurgau;Zihlschlacht-Sitterdorf
8590;Thurgau;Romanshorn
8592;Thurgau;Uttwil
8593;Thurgau;Kesswil
8594;Thurgau;Güttingen
8595;Thurgau;Altnau
8596;Thurgau;Münsterlingen
8597;Thurgau;Münsterlingen
8598;Thurgau;Bottighofen
8599;Thurgau;Salmsach
8600;Zürich;Dübendorf
8602;Zürich;Wangen-Brüttisellen
8603;Zürich;Schwerzenbach
8604;Zürich;Volketswil
8605;Zürich;Volketswil
8606;Zürich;Greifensee, Uster
8607;Zürich;Seegräben
8608;Zürich;Bubikon
8610;Zürich;Uster
8614;Zürich;Gossau (ZH), Uster
8615;Zürich;Uster
8616;Zürich;Uster
8617;Zürich;Mönchaltorf
8618;Zürich;Oetwil am See
8620;Zürich;Wetzikon (ZH)
8623;Zürich;Wetzikon (ZH)
8624;Zürich;Gossau (ZH)
8625;Zürich;Gossau (ZH)
8626;Zürich;Gossau (ZH)
8627;Zürich;Grüningen
8630;Zürich;Rüti (ZH)
8632;Zürich;Dürnten
8633;Zürich;Bubikon
8634;Zürich;Hombrechtikon
8635;Zürich;Dürnten
8636;Zürich;Wald (ZH)
8637;Zürich;Wald (ZH)
8638;St. Gallen;Eschenbach (SG)
8640;Schwyz;Freienbach, Rapperswil-Jona
8645;St. Gallen;Rapperswil-Jona
8646;St. Gallen;Rapperswil-Jona
8700;Zürich;Küsnacht (ZH)
8702;Zürich;Zollikon
8703;Zürich;Erlenbach (ZH)
8704;Zürich;Herrliberg
8706;Zürich;Meilen
8707;Zürich;Uetikon am See
8708;Zürich;Männedorf
8712;Zürich;Stäfa
8713;Zürich;Stäfa
8714;Zürich;Hombrechtikon
8715;St. Gallen;Rapperswil-Jona
8716;St. Gallen;Schmerikon
8717;St. Gallen;Benken (SG)
8718;St. Gallen;Schänis
8722;St. Gallen;Kaltbrunn
8723;St. Gallen;Schänis
8725;St. Gallen;Gommiswald
8726;St. Gallen;Wattwil
8727;St. Gallen;Eschenbach (SG)
8730;St. Gallen;Uznach
8732;St. Gallen;Eschenbach (SG)
8733;St. Gallen;Eschenbach (SG)
8734;St. Gallen;Eschenbach (SG)
8735;St. Gallen;Eschenbach (SG)
8737;St. Gallen;Gommiswald
8738;St. Gallen;Gommiswald
8739;St. Gallen;Gommiswald
8750;Glarus;Glarus
8751;Uri;Spiringen
8752;Glarus;Glarus Nord
8753;Glarus;Glarus Nord
8754;Glarus;Glarus
8755;Glarus;Glarus
8756;Glarus;Glarus Süd
8757;Glarus;Glarus Nord
8758;Glarus;Glarus Nord
8762;Glarus;Glarus Süd
8765;Glarus;Glarus Süd
8766;Glarus;Glarus Süd
8767;Glarus;Glarus Süd
8772;Glarus;Glarus Süd
8773;Glarus;Glarus Süd
8774;Glarus;Glarus Süd
8775;Glarus;Glarus Süd
8777;Glarus;Glarus Süd
8782;Glarus;Glarus Süd
8783;Glarus;Glarus Süd
8784;Glarus;Glarus Süd
8800;Zürich;Thalwil
8802;Zürich;Kilchberg (ZH)
8803;Zürich;Rüschlikon
8804;Zürich;Wädenswil
8805;Zürich;Richterswil
8806;Schwyz;Freienbach
8807;Schwyz;Freienbach
8808;Schwyz;Freienbach
8810;Zürich;Horgen
8815;Zürich;Horgen
8816;Zürich;Hirzel
8820;Zürich;Wädenswil
8824;Zürich;Schönenberg (ZH)
8825;Zürich;Hütten
8832;Schwyz;Freienbach, Wollerau
8833;Zürich;Richterswil
8834;Schwyz;Feusisberg
8835;Schwyz;Feusisberg
8836;Schwyz;Einsiedeln
8840;Schwyz;Einsiedeln
8841;Schwyz;Einsiedeln
8842;Schwyz;Unteriberg
8843;Schwyz;Oberiberg
8844;Schwyz;Einsiedeln
8845;Schwyz;Unteriberg
8846;Schwyz;Einsiedeln
8847;Schwyz;Einsiedeln
8849;Schwyz;Alpthal
8852;Schwyz;Altendorf
8853;Schwyz;Lachen
8854;Schwyz;Galgenen, Schübelbach
8855;Schwyz;Wangen (SZ)
8856;Schwyz;Tuggen
8857;Schwyz;Vorderthal
8858;Schwyz;Innerthal
8862;Schwyz;Schübelbach
8863;Schwyz;Schübelbach
8864;Schwyz;Reichenburg
8865;Glarus;Glarus Nord
8866;Glarus;Glarus Nord
8867;Glarus;Glarus Nord
8868;Glarus;Glarus Nord
8872;St. Gallen;Weesen
8873;St. Gallen;Amden
8874;Glarus;Glarus Nord
8877;St. Gallen;Quarten
8878;St. Gallen;Quarten
8880;St. Gallen;Walenstadt
8881;St. Gallen;Walenstadt
8882;St. Gallen;Quarten
8883;St. Gallen;Quarten
8884;St. Gallen;Quarten
8885;St. Gallen;Quarten
8886;St. Gallen;Mels
8887;St. Gallen;Mels
8888;St. Gallen;Mels
8889;St. Gallen;Mels
8890;St. Gallen;Flums
8892;St. Gallen;Walenstadt
8893;St. Gallen;Flums
8894;St. Gallen;Flums
8895;St. Gallen;Flums
8896;St. Gallen;Flums
8897;St. Gallen;Flums
8898;St. Gallen;Flums
8902;Zürich;Urdorf
8903;Zürich;Birmensdorf (ZH)
8904;Zürich;Aesch (ZH)
8905;Aargau;Arni (AG), Islisberg
8906;Zürich;Bonstetten
8907;Zürich;Wettswil am Albis
8908;Zürich;Hedingen
8909;Zürich;Affoltern am Albis
8910;Zürich;Affoltern am Albis
8911;Zürich;Rifferswil
8912;Zürich;Obfelden
8913;Zürich;Ottenbach
8914;Zürich;Aeugst am Albis
8915;Zürich;Hausen am Albis
8916;Aargau;Jonen
8917;Aargau;Oberlunkhofen
8918;Aargau;Unterlunkhofen
8919;Aargau;Rottenschwil
8925;Zürich;Hausen am Albis
8926;Zürich;Kappel am Albis
8932;Zürich;Mettmenstetten
8933;Zürich;Maschwanden
8934;Zürich;Knonau
8942;Zürich;Oberrieden
8951;Zürich;Weiningen (ZH)
8952;Zürich;Schlieren
8953;Zürich;Dietikon
8954;Zürich;Geroldswil
8955;Zürich;Oetwil an der Limmat
8956;Aargau;Killwangen
8957;Aargau;Spreitenbach
8962;Aargau;Bergdietikon
8964;Aargau;Rudolfstetten-Friedlisberg
8965;Aargau;Berikon
8966;Aargau;Oberwil-Lieli
8967;Aargau;Widen
9000;St. Gallen;St. Gallen
9008;St. Gallen;St. Gallen
9010;St. Gallen;St. Gallen
9011;St. Gallen;St. Gallen
9012;St. Gallen;St. Gallen
9014;St. Gallen;St. Gallen
9015;St. Gallen;St. Gallen
9016;St. Gallen;St. Gallen
9030;St. Gallen;Gaiserwald
9032;St. Gallen;Gaiserwald
9033;St. Gallen;Untereggen
9034;St. Gallen;Eggersriet
9035;Appenzell Ausserrhoden;Grub (AR)
9036;St. Gallen;Eggersriet
9037;Appenzell Ausserrhoden;Speicher
9038;Appenzell Ausserrhoden;Rehetobel
9042;Appenzell Ausserrhoden;Speicher
9043;Appenzell Ausserrhoden;Trogen
9044;Appenzell Ausserrhoden;Wald (AR)
9050;Appenzell Innerrhoden;Appenzell, Rüte, Schlatt-Haslen
9052;Appenzell Ausserrhoden;Teufen (AR)
9053;Appenzell Ausserrhoden;Teufen (AR)
9054;Appenzell Innerrhoden;Schlatt-Haslen
9055;Appenzell Ausserrhoden;Bühler
9056;Appenzell Ausserrhoden;Gais
9057;Appenzell Innerrhoden;Schwende
9058;Appenzell Innerrhoden;Rüte
9062;Appenzell Ausserrhoden;Teufen (AR)
9063;Appenzell Ausserrhoden;Stein (AR)
9064;Appenzell Ausserrhoden;Hundwil
9100;Appenzell Ausserrhoden;Herisau
9103;Appenzell Ausserrhoden;Schwellbrunn
9104;Appenzell Ausserrhoden;Waldstatt
9105;Appenzell Ausserrhoden;Schönengrund
9107;Appenzell Ausserrhoden;Urnäsch
9108;Appenzell Innerrhoden;Gonten
9112;Appenzell Ausserrhoden;Herisau
9113;St. Gallen;Degersheim
9114;St. Gallen;Neckertal
9115;St. Gallen;Neckertal
9116;St. Gallen;Degersheim
9122;St. Gallen;Neckertal
9123;St. Gallen;Neckertal
9125;St. Gallen;Neckertal
9126;St. Gallen;Oberhelfenschwil
9127;St. Gallen;Neckertal
9200;St. Gallen;Gossau (SG)
9203;St. Gallen;Oberbüren
9204;St. Gallen;Andwil (SG)
9205;St. Gallen;Waldkirch
9212;St. Gallen;Gossau (SG)
9213;Thurgau;Hauptwil-Gottshaus
9214;Thurgau;Kradolf-Schönenberg
9215;Thurgau;Kradolf-Schönenberg
9216;Thurgau;Hohentannen
9217;Thurgau;Kradolf-Schönenberg
9220;Thurgau;Bischofszell
9223;Thurgau;Bischofszell
9225;Thurgau;Hauptwil-Gottshaus
9230;St. Gallen;Flawil
9231;St. Gallen;Flawil
9240;St. Gallen;Oberuzwil, Uzwil
9242;St. Gallen;Oberuzwil
9243;St. Gallen;Jonschwil
9244;St. Gallen;Uzwil
9245;St. Gallen;Oberbüren
9246;St. Gallen;Niederbüren
9247;St. Gallen;Uzwil
9248;St. Gallen;Oberuzwil
9249;St. Gallen;Uzwil
9300;St. Gallen;Wittenbach
9304;St. Gallen;Waldkirch
9305;St. Gallen;Berg (SG)
9306;Thurgau;Roggwil (TG)
9308;St. Gallen;Häggenschwil
9312;St. Gallen;Häggenschwil
9313;St. Gallen;Muolen
9314;Thurgau;Egnach
9315;Thurgau;Egnach
9320;Thurgau;Arbon
9322;Thurgau;Egnach
9323;St. Gallen;Steinach
9325;Thurgau;Roggwil (TG)
9326;Thurgau;Horn
9327;St. Gallen;Tübach
9400;St. Gallen;Rorschach
9402;St. Gallen;Mörschwil
9403;St. Gallen;Goldach
9404;St. Gallen;Rorschacherberg
9405;Appenzell Ausserrhoden;Lutzenberg
9410;Appenzell Ausserrhoden;Heiden
9411;St. Gallen;Berneck, Reute (AR)
9413;Appenzell Innerrhoden;Oberegg
9422;St. Gallen;Thal
9423;St. Gallen;Thal
9424;St. Gallen;Rheineck
9425;St. Gallen;Thal
9426;Appenzell Ausserrhoden;Lutzenberg
9427;Appenzell Ausserrhoden;Wolfhalden
9428;Appenzell Ausserrhoden;Walzenhausen
9430;St. Gallen;St. Margrethen
9434;St. Gallen;Au (SG)
9435;St. Gallen;Au (SG)
9436;St. Gallen;Balgach
9437;St. Gallen;Marbach (SG)
9442;St. Gallen;Berneck, Oberegg
9443;St. Gallen;Widnau
9444;St. Gallen;Diepoldsau
9445;St. Gallen;Rebstein
9450;St. Gallen;Altstätten
9451;St. Gallen;Oberriet (SG)
9452;St. Gallen;Altstätten
9453;St. Gallen;Eichberg
9462;St. Gallen;Oberriet (SG)
9463;St. Gallen;Oberriet (SG)
9464;St. Gallen;Altstätten, Rüthi (SG)
9465;St. Gallen;Sennwald
9466;St. Gallen;Sennwald
9467;St. Gallen;Sennwald
9468;St. Gallen;Sennwald
9469;St. Gallen;Sennwald
9470;St. Gallen;Buchs (SG), Grabs
9472;St. Gallen;Grabs
9473;St. Gallen;Gams
9475;St. Gallen;Sevelen
9476;St. Gallen;Wartau
9477;St. Gallen;Wartau
9478;St. Gallen;Wartau
9479;St. Gallen;Wartau
9485;Lichtenstein;Eschen
9486;Lichtenstein;Mauren
9487;Lichtenstein;Gamprin
9488;Lichtenstein;Schellenberg
9490;Lichtenstein;Vaduz
9491;Lichtenstein;Ruggell
9492;Lichtenstein;Eschen
9493;Lichtenstein;Mauren
9494;Lichtenstein;Schaan
9495;Lichtenstein;Triesen
9496;Lichtenstein;Balzers
9497;Lichtenstein;Triesenberg
9498;Lichtenstein;Planken
9500;St. Gallen;Kirchberg (SG), Wil (SG)
9502;Thurgau;Braunau
9503;Thurgau;Bussnang
9504;Thurgau;Bussnang
9506;Thurgau;Lommis
9507;Thurgau;Stettfurt
9508;Thurgau;Lommis
9512;St. Gallen;Wil (SG)
9514;Thurgau;Wuppenau
9515;Thurgau;Wuppenau
9517;Thurgau;Bussnang
9523;St. Gallen;Zuzwil (SG)
9524;St. Gallen;Zuzwil (SG)
9525;St. Gallen;Niederhelfenschwil
9526;St. Gallen;Niederhelfenschwil
9527;St. Gallen;Niederhelfenschwil
9532;St. Gallen;Jonschwil, Rickenbach (TG)
9533;St. Gallen;Kirchberg (SG)
9534;St. Gallen;Kirchberg (SG)
9535;Thurgau;Wilen (TG)
9536;St. Gallen;Jonschwil
9542;Thurgau;Münchwilen (TG)
9543;Thurgau;Münchwilen (TG)
9545;Thurgau;Wängi
9546;Thurgau;Wängi
9547;Thurgau;Aadorf
9548;Thurgau;Matzingen
9552;St. Gallen;Wil (SG)
9553;Thurgau;Bettwiesen
9554;Thurgau;Tobel-Tägerschen
9555;Thurgau;Tobel-Tägerschen
9556;Thurgau;Affeltrangen
9562;Thurgau;Affeltrangen
9565;Thurgau;Bussnang
9573;Thurgau;Sirnach
9601;St. Gallen;Lütisburg
9602;St. Gallen;Kirchberg (SG)
9604;St. Gallen;Lütisburg, Jonschwil
9606;St. Gallen;Bütschwil-Ganterschwil
9607;St. Gallen;Mosnang
9608;St. Gallen;Bütschwil-Ganterschwil
9612;St. Gallen;Mosnang
9613;St. Gallen;Mosnang
9614;St. Gallen;Mosnang
9615;St. Gallen;Bütschwil-Ganterschwil
9620;St. Gallen;Lichtensteig
9621;St. Gallen;Oberhelfenschwil
9622;St. Gallen;Wattwil
9630;St. Gallen;Wattwil
9631;St. Gallen;Wattwil
9633;St. Gallen;Hemberg
9642;St. Gallen;Ebnat-Kappel
9643;St. Gallen;Nesslau
9650;St. Gallen;Nesslau
9651;St. Gallen;Nesslau
9652;St. Gallen;Nesslau
9655;St. Gallen;Nesslau
9656;St. Gallen;Wildhaus-Alt St. Johann
9657;St. Gallen;Wildhaus-Alt St. Johann
9658;St. Gallen;Wildhaus-Alt St. Johann
9999;Bern;Bielersee (BE), Brienzersee, Thunersee
